Price,Sales_Rank,Title,Number_of_Reviews,Ratings,Author,Publication Date,Genre
7.74,3,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.240661166,4.7,Don Miguel Ruiz,2021,Non Fiction
4.14,4,If Animals Kissed Good Night,0.995301937,4.8,Ann Whitford Paul,2021,Fiction
11.4,5,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",0.800360949,4.8,Bessel van der Kolk M.D.,2021,Non Fiction
4.31,6,I Love You to the Moon and Back,0.85975994,4.9,Amelia Hepworth,2021,Non Fiction
9.99,7,It Ends with Us: A Novel (1),0.240661166,4.7,Colleen Hoover,2021,Fiction
10.35,8,"The Boy, the Mole, the Fox and the Horse",0.240661166,4.8,Charlie Mackesy,2021,Fiction
4.93,9,The Very Hungry Caterpillar,0.772860089,4.9,Eric Carle,2021,Fiction
4.07,10,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",0.240661166,4.8,Crystal Radke,2021,Non Fiction
13.29,11,The Midnight Library: A Novel,0.240661166,4.3,Matt Haig,2021,Fiction
13.79,12,The Four Winds: A Novel,0.240661166,4.5,Kristin Hannah,2021,Fiction
6.62,13,Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),0.324753638,4.9,Dav Pilkey,2021,Fiction
13.08,14,The Last Thing He Told Me: A Novel,0.240661166,4.3,Laura Dave,2021,Fiction
7.49,15,Big Shot Diary of a Wimpy Kid Book 16,0.292125014,4.9,Jeff Kinney,2021,Fiction
19.42,16,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Childrenâ€™s Health Defense)",0.302237309,4.8,Robert F. Kennedy Jr.,2021,Non Fiction
9.42,17,The Seven Husbands of Evelyn Hugo: A Novel,0.240661166,4.6,Taylor Jenkins Reid,2021,Fiction
11.6,18,The 48 Laws of Power,0.749942707,4.7,Robert Greene,2021,Non Fiction
8.48,19,"Oh, the Places You'll Go!Â Â ",0.613011344,4.9,Dr. Seuss,2021,Fiction
4.55,20,"Brown Bear, Brown Bear, What Do You See?",0.67924258,4.9,Bill Martin Jr.,2021,Fiction
11.88,21,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,0.240661166,4.7,Robert T. Kiyosaki,2021,Non Fiction
7.57,22,The 5 Love Languages: The Secret to Love that Lasts,1,4.8,Gary Chapman,2021,Non Fiction
6.99,23,Burn After Writing (Pink),0.240661166,4.6,Sharon Jones,2021,Non Fiction
7.48,24,1984,0.240661166,4.7,George Orwell,2021,Fiction
14.02,25,Peril,0.293414117,4.6,Bob Woodward,2021,Non Fiction
14.89,26,Untamed,0.768276613,4.6,Glennon Doyle,2021,Non Fiction
12.01,27,"Dune (Dune Chronicles, Book 1)",0.929042053,4.7,Frank Herbert,2021,Fiction
16.77,28,My First Library : Boxset of 10 Board Books for Kids,0.897831443,4.6,Wonder House Books,2021,Non Fiction
17.78,29,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,0.216254154,4.8,Brené Brown,2021,Non Fiction
10.34,30,The Song of Achilles: A Novel,0.769852183,4.7,Madeline Miller,2021,Fiction
8.72,31,The Hill We Climb: An Inaugural Poem for the Country,0.222226997,4.9,Amanda Gorman,2021,Non Fiction
15.35,32,Greenlights,0.85009167,4.7,Matthew McConaughey,2021,Non Fiction
8.99,33,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,0.515025209,4.8,Karen Frazier,2021,Non Fiction
17.99,34,The Storyteller: Tales of Life and Music,0.386000344,4.8,Dave Grohl,2021,Non Fiction
13.29,35,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",0.240661166,4.7,Paulo Coelho,2021,Fiction
5.99,36,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",0.95674344,4.8,School Zone,2021,Non Fiction
6.99,37,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",0.458934915,4.8,Hopscotch Girls,2021,Non Fiction
14.35,38,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,0.240661166,4.6,Mark Manson,2021,Non Fiction
8.37,39,They Both Die at the End,0.462730606,4.6,Adam Silvera,2021,Fiction
14.34,40,Caste (Oprah's Book Club): The Origins of Our Discontents,0.58629827,4.8,Isabel Wilkerson,2021,Non Fiction
5.23,41,How to Catch a Mermaid,0.426635728,4.8,Adam Wallace,2021,Fiction
13.58,42,Call Us What We Carry: Poems,0.064097055,4.8,Amanda Gorman,2021,Non Fiction
5.98,43,We Were Liars,0.604975937,4.5,E. Lockhart,2021,Fiction
18,44,Go Tell the Bees That I Am Gone: A Novel (Outlander),0.780222299,4.7,Diana Gabaldon,2021,Fiction
10.62,45,Grumpy Monkey,0.3270597,4.8,Suzanne Lang,2021,Fiction
9.59,46,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",0.228801421,4.7,Megan Logan MSW  LCSW,2021,Non Fiction
24,47,Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association,0.408631259,4.8,American Psychological Association,2021,Non Fiction
7.2,48,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,0.30709293,4.8,Workman Publishing,2021,Non Fiction
10.5,49,How to Win Friends & Influence People,0.240661166,4.7,Dale Carnegie,2021,Non Fiction
8.55,50,The Wonderful Things You Will Be,0.359487796,4.9,Emily Winfield Martin,2021,Fiction
17.49,51,The Lincoln Highway: A Novel,0.936074825,4.4,Amor Towles,2021,Non Fiction
9.98,52,Where the Crawdads Sing,0.240661166,4.8,Delia Owens,2021,Fiction
8.99,53,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),0.411367022,4.7,Monica Sweeney,2021,Non Fiction
5.36,54,Goodnight Moon,0.354718116,4.9,Margaret Wise Brown,2021,Fiction
11,55,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",0.276627134,4.8,Mary Pope Osborne,2021,Fiction
5,56,Where's Spot?,0.443150567,4.9,Eric Hill,2021,Fiction
10.9,57,Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,0.52933425,4.4,Jenson William,2021,Non Fiction
4.98,58,Love You Forever,0.7607282,4.9,Robert Munsch,2021,Fiction
5.22,59,How to Catch a Unicorn,0.459063825,4.8,Adam Wallace,2021,Fiction
4.59,60,Chicka Chicka Boom Boom (Board Book),0.483284634,4.9,Bill Martin Jr.,2021,Non Fiction
2.88,61,Flash Cards: Sight Words,0.297567893,4.8,Scholastic Teacher Resources,2021,Non Fiction
14.49,62,"What Happened to You?: Conversations on Trauma, Resilience, and Healing",0.173226768,4.7,Oprah Winfrey,2021,Non Fiction
5.99,63,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),0.412369657,4.6,M Prefontaine,2021,Non Fiction
16.46,64,"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",0.163801994,4.8,Dr. Nicole LePera,2021,Non Fiction
9.31,65,Change Sings: A Children's Anthem,0.066746878,4.9,Amanda Gorman,2021,Non Fiction
16.75,66,Think Again: The Power of Knowing What You Don't Know,0.171565257,4.6,Adam Grant,2021,Non Fiction
13.55,67,Keep Sharp: Build a Better Brain at Any Age,0.15731351,4.7,Sanjay Gupta M.D.,2021,Non Fiction
9.42,68,The Screaming Goat (Book & Figure),0.431033001,4.7,Running Press ,2021,Non Fiction
14.95,69,The Women of the Bible Speak: The Wisdom of 16 Women and Their Lessons for Today,0.175289332,4.8,Shannon Bream,2021,Non Fiction
5.99,70,The Big Book of Silly Jokes for Kids,0.293944082,4.7,Carole P. Roman,2021,Non Fiction
18.8,71,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians),0.518878194,4.9,Rick Riordan,2021,Fiction
14.57,72,The Invisible Life of Addie LaRue,0.820213132,4.5,V. E. Schwab,2021,Fiction
17.32,73,Project Hail Mary: A Novel,0.240661166,4.7,Andy Weir,2021,Fiction
4.99,74,How to Draw 101 Animals (1),0.352397731,4.7,Dan Green,2021,Non Fiction
12.7,75,What to Expect When You're Expecting,0.420233184,4.8,Heidi Murkoff,2021,Non Fiction
17.4,76,Verity,0.240661166,4.6,Colleen Hoover,2021,Fiction
12.15,77,Harry Potter Paperback Box Set (Books 1-7),0.240661166,4.9,J. K. Rowling,2021,Fiction
7.19,78,To Kill a Mockingbird,0.985332875,4.8,Harper Lee,2021,Fiction
9.98,79,People We Meet on Vacation,0.668543027,4.3,Emily Henry,2021,Fiction
13.55,80,The Judge's List: A Novel (The Whistler),0.996791566,4.5,John Grisham,2021,Non Fiction
18.14,81,12 Rules for Life: An Antidote to Chaos,0.831098889,4.8,Jordan B. Peterson,2021,Non Fiction
11.99,82,Man's Search for Meaning,0.762805088,4.7,Viktor E. Frankl,2021,Non Fiction
7.03,83,It's Not Easy Being a Bunny (Beginner Books(R)),0.241133838,4.8,Marilyn Sadler,2021,Fiction
14.29,84,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,0.561748023,4.7,Benjamin Graham,2021,Non Fiction
10.4,85,Ugly Love: A Novel,0.240661166,4.7,Colleen Hoover,2021,Fiction
17.93,86,Joshua Weissman: An Unapologetic Cookbook. #1 NEW YORK TIMES BESTSELLER,0.198264008,4.9,Joshua Weissman,2021,Non Fiction
9.49,87,The Outsiders,0.437349605,4.8,S. E. Hinton,2021,Fiction
7.51,88,The Power of Now: A Guide to Spiritual Enlightenment,0.612309499,4.7,Eckhart Tolle,2021,Non Fiction
26.47,89,"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)",0.304529048,4.9,Dr. Seuss,2021,Non Fiction
16.59,90,Magnolia Table,0.462300905,4.8,Joanna Gaines,2021,Non Fiction
11.94,91,The Step-by-Step Instant Pot Cookbook: 100 Simple Recipes for Spectacular Results -- with Photographs of Every Step (Step-by-Step Instant Pot Cookbooks),0.437306635,4.7,Jeffrey Eisner,2021,Non Fiction
12.32,92,The Vanishing Half: A Novel,0.240661166,4.4,Brit Bennett,2021,Fiction
16.53,93,A Promised Land,0.240661166,4.9,Barack Obama,2021,Non Fiction
11.89,94,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",0.316818494,4.8,Adir Levy,2021,Fiction
13.4,95,The Wish,0.504784004,4.7,Nicholas Sparks,2021,Fiction
16.69,96,Will,0.305818151,4.8,Will Smith,2021,Non Fiction
7.49,97,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century (Think and Grow Rich Series),0.240661166,4.7,Napoleon Hill,2021,Non Fiction
8.95,98,Dragons Love Tacos,0.224919789,4.8,Adam Rubin,2021,Fiction
7.59,99,"The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal",0.103070929,4.8,Doctor Joseph Mercola,2021,Non Fiction
13.29,100,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,0.390770024,4.7,Deborah Schecter,2021,Non Fiction
11.07,17,Rage,0.492351323,4.6,Bob Woodward,2019,Non Fiction
